"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-05-13 23:37:06","Bahia","Capital","Não","","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","acima de 10","20","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) UeJVAk15HpMAQUvLIxlSY9ZanLO7UoPxWlaiVLsal5YIJDEXh0i5kHmBQSdxBybirlWoyNFLC/Fd/4FtmKUwKgDtewd7FBAuUAnRSdxXIE3V5geolG0mEYZ7k89yg/M5Mvk8trJpr7j/vAOsFsEMO468Q9hehVLaZwIbPcH+SGVKKz39I10xcuFyuAmHIIQ7047LSffyW5hB0yjXtsbB878jEdpdOAWjpyx9WhpExKE60xaHtwP1vOftHE9QmMLLb17Jeduvem+XHIw2fs7RpoMT111+08HNbmIVGIEh8jQICchSWdRvl0xhNDHBxOhkagXvhX/83UGyW/Yu65Mw4g==#Jot#TYqfuUtDPxYOdjlGwqz0XUQ93Kbk3kIJgUZpw7/c6GD2MxJO7OXut6B0InDONvIWZokQEaeIOqed74TN1fGHU2jmgBAf0D0/7WpsgfWel1Jr/B+YyxHRPFFfgo4e7pIJNEQXR9CioIVxHtC/V+CMeXX8as1T/cLdXor/druJvLZ3GB/yNrHS4nokLVq42MRABEXWt07UiZS/LKxth9X+JdeHpLvtEzhsCbtDeEmredsAx+h8Rzh9CgV0ohf/jGY0A79UA8gHtazoy4d4HZy8zL8U0Iu5QhZTeowAzV/UXKn+WlMKwWf+MOqvCol3gmAQFfE+vupbzCxgnRx5YeIu+w==#Jot#F2dMxkZAnDLCpgX4Z4cQ7hHPtHMGCizRzVUWg9g5f7u4K2hKQQtVsI1XedIOwqqn44E8fWImd2XDmwDLzTNpGXrCV19uWpmYyNJCxAcQGH2Geu2/DknkMvb4nY+WMViC97aDcUceHoOLF26DbyFyoVmgCBRMh/1aJvI2iyCFKdeEG7MsN7YgI0gxDQVbIrK72MjYcu6HzCCsXhAi4Q0SD85JFnRGwXTlFg+RNVnzJFUON7BimqYs7g7aLdsg9efnNdl3DkABgzDi4w21I8yDt6IbwOa6XiUROmGOAlyEo2GXYgz56uO9oqvs5dscC6Sj4VOB5fbmJ/8zh07jlMJP4w==#Jot#KDnEDH5CeE/wAC2dbye2jmDMGZPKqe3VKzZHChfkDoeQfR2M5s7+9gsufHjg68Wpdx6cYRM9zr6M5IxszolUKbU2DxnwO/Gh3z/ApcXLig0OvShRcKRxFuV3t8mHVT9Z85lfFlpUCW5t5aSFsFyEzikMcMYejeEz0fKyw88kpP/L5O0wCW3wch6KwmpenFmywV0MskhijRXogJAtFD4Qj9Sqg5N6JaywAcMqBM0j7WAc6zoVhJ0GbYUMxr1ymHSWpHswKFxjN0aPGHr0usSTPUjSFSNxtMvGZgHY5kW6rT+6tOR9fDirQTX1rwNLB6Qt8/OVBxsqAXPqg6VYQLi2Dw== Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Racismo","Com raiva ou ódio Frustrado ou impotente Revoltado Com medo TZt+/JiWfnYyoy+krebgMCLwsGIIcEQ8iqyLbkgxHKRBnf+G9Hq8XfsdBDD+LEry1rIv8NeMRW8OnLQ9i3Kt/TXxds3a9pRABJaczfNTtjSm2hMAYLHHazcVdeGaDDR5lPEraVhf+rVR0gW4itmz5lD7CdzRJo0it1CajpxCVlciR4vA8QL/vqlW/myqyE1Ob6I300FtNpx3sapLI1Dakj0m4lG5gs42qhzL8YA+XUKJETFhlsgtodqM/7fNpS7SbP+ldjFXC5+2I3zTpuClllxdr8iSbiLdHN63rE1zh8VjUSDgCyjTYPqzeMxl8Hj9tRO/UVH9JMmqz8/xJgAsfQ==#Jot#CE/o4xLpnrv7tkr+V3v83XIBCExqlzEsCIJDg3jIGFqhe921tSqU8VmtovUdJP84URzpAugPLcAgcCaITsQIwHzhnmjNtHvuz4PcwkUk3tnUCRoeBqSNecPcHzrj7ze54qYay5+zBK8nIosYvRJxmhjhVI2PDYO6D8crM4SvdeCHV8XkFswiqWk/YM1YxBsMBqDS9PBn3PnO03hB21NkPPLKO7D+ctPbtSJcqrAQN2XxRM8/gwfILMzhv7GuLESmk5ACisTjziFkOJn9DUhM7r8PA81suNXxuAzmffTSE1kUztKQ39xitXt2PG9KrYECSHJBj+zdisryZYXNIJVkEA==#Jot#VsqWG+EeCzMvKovTmtgLjmkaiDZaGRRJIDM6HGI4AmGZJ8TVB8A5sVyneRYJy0yPrQtrNEGLV9HjuWm3reAZLxlHDcVaqZXxTULHoEgcWBqN7lQW1ZE/dm29iNazy9c9yjtxMlU1PyqcBxJBNGPhZGXtxZx3cww1ypzmm6ZUdR62bGxv9vfhqR1l+WZ8OqejvWp0vVV+mbfRRlATiZiu8zkjNg4IUsVBqLtDC06C0WnCelmjRVLT6A8sVhR57uxgEyA8OSDH0I0IkWuJY2RjtyPgm6gLMZSHA+RV9unm6FovdTk5R2xXzH2fS37iOl7VUbRnmxlJasIQhny0sEZ5ZA==#Jot#M0GlGwBsb9dIqVMSSuR0r7SM2I14nNmn3QfElj/g8/MvdqbHKfdmqaozMIcZPIt2ep9u8SJuaNiFb6QR3r66+JkPxNuCrF73B/q8tmqTTh7LJBy7U81b1mm0CSvKxPyLzzN1pG+uNNwnH8thzpVj+BfyHjNl7k45F/X7nQ9FMukGd9kpgy6CMrOyI+mSf8NHvrWntyBi+mmK/ISDeFTZZpZGiN+lgwrLpQf7zPMktvVE88YCAkqpz+c3qK0141pB1vTUVVKxLIHFSk65dnk2y1RCGBpkCz1LVi5BhrQ6hNVEn5Lo4Yn2AenSHuHayte0SGZ/RpezuKB+VIbEfiQBaA==","Transporte público","Às vezes mencionaram, às vezes não","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar","","Nunca","Sim","Não","","","",""
"2021-05-13 23:22:12","Bahia","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Sim","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Meu irmão. E alguns meninos (adolescentes) da vizinhança"
"2021-05-13 22:28:18","Bahia","Interior ñ Rural","Não","Bairro Renda Baixa","18 - 24 anos","Branca","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","um amigo, voltando do trabalho a noite foi abordado de forma violenta e inesperada"
"2021-05-13 22:08:26","Minas Gerais","Capital","Não","Bairro Renda Média","30 - 34 anos","Preta","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Estava com meu namorado que possui a pele mais retina que a minha e uma viatura parou para me perguntar se estava tudo bem. Eu e meu namorado estávamos rindo. Não havia indício de nada.
Vários amigos negros ou com aparência &quot;periférica&quot; já foram revistados sem motivo, sem explicação. "
"2021-05-13 21:23:36","Bahia","Capital","Sim","","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","amigos meus que foram parados por policiais de forma invasiva e truculenta."
"2021-05-13 20:54:41","Bahia","Capital","Sim","","18 - 24 anos","Parda","Feminino","Não","Superior incompleto","Sim","2 - 4","","6 meses - 1 ano","Houve consulta aos meus documentos Rasgaram meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve violência psicológica","Humilhado Com raiva ou ódio Frustrado ou impotente Inseguro Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Mão na arma no coldre","Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Uma vez","De 30 a 45 minutos","Policia Militar","Diversos","Apenas docs","Sim","Sim","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-13 19:42:56","Rio de Janeiro","Capital","Não","Bairro Renda Média","35 ou mais","Parda","Masculino","Não","Pós-graduação","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","","","Nem bom nem ruim","Nenhuma das opções anteriores","Tendo minha privacidade invadida","de carro","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 5 a 15 minutos","Policia Militar","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-05-13 19:28:45","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Alta","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Sim","acima de 10","30","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar","Mesmo gênero","Fuzil na minha cara, tentando me amedrontar. Já sumiram com meu RG","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim","Humilhado","a pé","Às vezes mencionaram, às vezes não","Sempre","Me disseram que minha ATITUDE era suspeita","Algumas vezes","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Eu já fui levado para delegacia e tiraram minha foto","Sim","Não","Não","","",""
"2021-05-13 19:10:35","Rio de Janeiro","Capital","Sim","","18 - 24 anos","Preta","Masculino","Não","Médio incompleto","Sim","acima de 10","20","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Perguntaram se eu era viciado","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio moral","Humilhado Com raiva ou ódio Frustrado ou impotente Revoltado Inseguro Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Uma vez","De 15 a 30 minutos","Policia Militar Policia Rodoviário Federal","Sem padrão","Apenas docs","Sim","Não","Não","","",""
"2021-05-13 19:02:55","Rio de Janeiro","Capital","Não","Bairro Renda Média","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Sim","7 - 9","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Disseram que um dos meus pertences era roubado e não meu","Gênero diferente","Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência psicológica Houve assédio moral","Humilhado Exposto Com medo Aliviado por não ter acontecido algo pior","Transporte público","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Algumas vezes","De 15 a 30 minutos","Policia Militar Policia Civil Guarda Civil Metropolitana/Guarda Municipal","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-13 18:45:46","Maranhão","Capital","Não","Bairro Renda Alta","25 - 29 anos","Branca","Feminino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores","Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Maconha ","Sempre","De 5 a 15 minutos","Muito variado, prefiro não escolher (não lembro)","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-13 16:59:49","Minas Gerais","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","meu filho 
porque descoloriu os cabelos para gincana da escola"
"2021-05-13 16:56:37","Bahia","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","4 - 6","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Houve assédio moral","Humilhado Exposto Frustrado ou impotente Inseguro Tendo minha privacidade invadida Desrespeitado","Transporte público","Poucas vezes mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Algumas vezes","De 15 a 30 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-13 16:46:10","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Alta","35 ou mais","Preta","Feminino","Não","Superior incompleto","Sim","2 - 4","","> 5 anos","Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve violência psicológica Houve assédio moral","Inseguro Tendo minha privacidade invadida Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Poucas vezes mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 15 a 30 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-13 16:45:02","Bahia","Capital","Não","Bairro Renda Média","30 - 34 anos","Parda","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Tenho um amigo preto, que é adotado, tava voltando para casa com o pai, e quando a polícia viu ele dirigindo um carro caro, não era carrão, mas também não era popular, na mesma hora parou o carro, ficaram perguntando para o pai dele (branco) se tava tudo bem, se tinha acontecido alguma coisa, se ele tava em segurança e precisava de ajuda, enquanto o outro que falava com ele, era truculento, grosso, e o tratou como se ele fosse um sequestrador, ladrão ou algo do tipo, mesmo o pai dizendo o tempo todo que ele é o filho dele, mesmo ele mostrando documento e tudo mais, essa foi a mais recente, é isso. "
"2021-05-13 16:21:55","Pernambuco","Capital","Não","Bairro Renda Alta","18 - 24 anos","Branca","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-13 14:35:44","Minas Gerais","Interior ñ Rural","Não","Bairro Renda Baixa","18 - 24 anos","Parda","Masculino","Não","Médio incompleto","Sim","acima de 10","24","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Tendo minha privacidade invadida Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Mencionaram na maioria das vezes, mas não sempre","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Não me informaram o motivo","Algumas vezes","Mais que 1 hora","Policia Militar Policia Civil Policia Rodoviário Federal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Mesmos lugares","Foto ou vídeo","Sim","Sim","Sim","Fui levado e respondi processo Fui levado, passei por reconhecimento e liberado em seguida Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-13 12:52:00","São Paulo","Interior ñ Rural","Não","Bairro Renda Média","18 - 24 anos","Branca","Masculino","Não","Superior incompleto","Sim","2 - 4","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Inseguro","moto","Nunca mencionaram sua raça ou cor","Algumas vezes","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar Policia Rodoviário Federal Guarda Civil Metropolitana/Guarda Municipal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-13 11:48:12","Rio de Janeiro","Capital","Não","Bairro Renda Média","30 - 34 anos","Branca","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-13 11:31:14","Rio de Janeiro","Reg.Metropolitana","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Superior completo","Sim","2 - 4","","> 5 anos","Houve revista na minha bolsa/mochila","","","Bom","Nenhuma das opções anteriores","Exposto Frustrado ou impotente Inseguro Tendo minha privacidade invadida Com medo Aliviado por não ter acontecido algo pior","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-13 11:29:02","Minas Gerais","Interior ñ Rural","Não","Bairro Renda Baixa","Menos de 18 anos","Parda","Masculino","Não","Médio incompleto","Sim","7 - 9","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim","Humilhado Com raiva ou ódio Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Eu já fui levado para delegacia e tiraram minha foto","Sim","Não","Sim","Fui levado e respondi processo Fui levado, passei por reconhecimento e liberado em seguida Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-13 11:10:38","São Paulo","Interior ñ Rural","Não","Bairro Renda Média","25 - 29 anos","Preta","Feminino","Não","Pós-graduação","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Nenhuma das opções anteriores","Com raiva ou ódio Exposto Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Às vezes mencionaram, às vezes não","Mão na arma no coldre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar","Nunca","De 5 a 15 minutos","Policia Militar Policia Civil","Mesmos lugares","Nunca","Sim","Não","Não","","",""
"2021-05-13 10:12:19","São Paulo","Reg.Metropolitana","Não","","18 - 24 anos","Branca","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-13 10:05:05","São Paulo","Interior ñ Rural","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Superior incompleto","Sim","acima de 10","","1 a 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Qual o meu endereço","","","Bom","Desentendimento","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que tinham recebido uma denúncia e precisavam me abordar Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar Policia Rodoviário Federal Guarda Civil Metropolitana/Guarda Municipal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-13 09:38:08","Minas Gerais","Capital","Não","Bairro Renda Média","18 - 24 anos","Preta","Masculino","Não","Médio completo","Sim","2 - 4","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Mão na arma no coldre","Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Algumas vezes","De 5 a 15 minutos","Policia Militar","Sem padrão","Apenas docs","Sim","Não","Não","","",""
